scheme_name,detected_themes
Post Metric Scholarship - Madhya Pradesh,['Education & Learning']
Post Metric Scholarship For OBC Students,['Education & Learning']
Post-Doctoral Fellows,['Education & Learning']
Post-Graduate Scholarships for Professional Courses for SC/ST Candidates,['Education & Learning']
Post-Matric Scholarship Scheme-Bihar,['Education & Learning']
Post-Matric Scholarship To VJNT Students - Maharashtra,['Education & Learning']
Post-Matric Scholarship for SC students,['Education & Learning']
Post-Matric Scholarship for Scheduled Castes (SC) and Scheduled Tribes (ST) Students-Bihar,['Education & Learning']
Post-Matric Scholarships for Scheduled Castes Students- Gujarat,['Education & Learning']
Post-matric Scholarship Scheme- Uttar Pradesh,['Education & Learning']
Postmatric Scholarship,['Education & Learning']
Poultry Farming Scheme (HSFDC),['Skills & Employment']
Prabhuddha Overseas Scholarship,['Education & Learning']
Pradhan Mantri Adarsh Gram Yojana,['Education & Learning']
Pradhan Mantri Bhartiya Janaushadhi Pariyojana,['Business & Entrepreneurship']
Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM-DAKSH),['Skills & Employment']
Pradhan Mantri Formalisation Of Micro Food Processing Enterprises,['Business & Entrepreneurship']
Pradhan Mantri Gramin Digital Saksharta Abhiyaan,['Education & Learning']
Pradhan Mantri Kaushal Vikas Yojana - Recognition Of Prior Learning,['Business & Entrepreneurship']
Pradhan Mantri Kaushal Vikas Yojana - Short Term Training,['Skills & Employment']
Pradhan Mantri Kaushal Vikas Yojana - Special Projects,['Education & Learning']
Pradhan Mantri Krishi Sinchayee Yojana: Per Drop More Crop,['Skills & Employment']
Pradhan Mantri Matsya Sampada Yojana,['Business & Entrepreneurship']
Pradhan Mantri Uchchatar Shiksha Protsahan (PM-USP) Central Sector Scheme of Scholarship for College and University students,['Education & Learning']
Pradhan Mantri Uchchatar Shiksha Protsahan Yojana: Central Sector Interest Subsidy Scheme,['Education & Learning']
Pragati Scholarship Scheme For Girl Students (Technical Degree),['Education & Learning']
Pragati Scholarship Scheme For Girl Students (Technical Diploma),['Education & Learning']
Prak Pariksha Prashikshan Kendra,['Education & Learning']
Prathibha Scholarship Programme,['Education & Learning']
Pratibha Kiran Scholarship,['Education & Learning']
Pratibha Yojana,['Education & Learning']
Pre Matric Scholarship For Minorities,['Education & Learning']
Pre Matric Scholarship For Scheduled Tribe Students,['Education & Learning']
Pre Matric Scholarship For Students With Disabilities,['Education & Learning']
Pre Matric Scholarship Scheme (Saral Vidya Sahay) for SC and OBC (V to VIII),['Education & Learning']
Pre- Matric Scholarships Scheme for Scheduled Castes & Others,['Education & Learning']
Pre-Matric Disability Scholarship - Uttarakhand,['Education & Learning']
Pre-Matric Scholarship,['Education & Learning']
Pre-Matric Scholarship Scheme,['Education & Learning']
Pre-Matric Scholarship Scheme For Minority-Uttarakhand,['Education & Learning']
Pre-Matric Scholarship Scheme for the Children of Parents/Guardians Engaged in Unclean and Hazardous Occupations - Goa,['Education & Learning']
Pre-Matric Scholarships to the Children of Those Engaged in Occupations Involving Cleaning and Prone to Health Hazards,['Education & Learning']
Pre-SSC Scholarship for Scheduled Caste Students (Parixitlal Majmudar Scholarship),['Education & Learning']
Pre-matric Scholarship For SC Students - Uttarakhand,['Education & Learning']
Preferential Purchase Incentives for Micro and Small Enterprises Scheme,['Business & Entrepreneurship']
Prerana (micro Credit Finance) Scheme,['Skills & Employment']
Primary Education Scholarship (Madhya Pradesh),['Education & Learning']
Prime Minister Early Career Research Grant,['Education & Learning']
Prime Minister's Employment Generation Programme,['Business & Entrepreneurship']
Prime Minister's Scholarship Scheme,['Education & Learning']
Prime Minister's Scholarship Scheme for Railway Protection Force,['Education & Learning']
Prime Minister's Scholarship Scheme for the Wards/Widows of Central Police Force Personnel,['Education & Learning']
Prime Minister’s Fellowship for Doctoral Research,['Education & Learning']
Prime Minister’s Internship Scheme,['Education & Learning']
Prime Minister’s Scholarship Scheme for the Wards of Central Armed Police Forces & Assam Rifles,['Education & Learning']
Prime Minister’s Scholarship Scheme for the Wards of States/UTs Police Personnel,['Education & Learning']
Prime Minister’s Special Scholarship Scheme For The Students Of Union Territories Of Jammu & Kashmir And Ladakh,['Education & Learning']
Private Tuition Assistance to Scheduled Caste Students Studying in Standard 11th & 12th (General Stream),['Education & Learning']
Private Tuition Assistance to Scheduled Caste Students Studying in Standard 11th & 12th (Science Stream),['Education & Learning']
Prize Schemes to the Students (State Level Prizes),['Education & Learning']
Production Linked Incentive Scheme (PLI) For Promoting Telecom & Networking Products Manufacturing In India,['Business & Entrepreneurship']
Professional Education (PEJKBOCWWB),['Education & Learning']
Professional and Self Employment Scheme (HSFDC),['Skills & Employment']
Programme For Internship For LL.B./ LL.M./ Environmental Studies/ Research Students,['Education & Learning']
Promoting to Farmer for Post Harvesting & Management (Value Addition),['Education & Learning']
Promotion Of Intensive Aquaculture Through Introduction Of Bio-floc Technology During The Year 2021-22,['Skills & Employment']
Promotion of Energy Audit and Conservation of Energy (PEACE): Awareness Programme,['Business & Entrepreneurship']
Promotion of Energy Audit and Conservation of Energy (PEACE): Detailed Energy Audit,['Business & Entrepreneurship']
Promotion of Energy Audit and Conservation of Energy (PEACE): Incentive for Implementing Energy Audit Recommendations,['Business & Entrepreneurship']
Promotion of Energy Audit and Conservation of Energy (PEACE): Training Programme,['Business & Entrepreneurship']
Promotion of Literature on Art & Culture of Local Authors/ Organization,['Education & Learning']
Promotion of Science Education (POSE) Scholarship Scheme,['Education & Learning']
Prosthetic Aid and Appliances for Person with Disabilities,['Skills & Employment']
Providing Scholarships to Children of BOC Workers,['Education & Learning']
Punjabi Language Scholarship Scheme,['Education & Learning']
Quality Improvement Programme (QIP),['Education & Learning']
RKVY Soil Health and Fertility Village level Soil Testing Lab,['Education & Learning']
RMEWF-Financial Assistance For Education Of Children & Widows Of Ex-Servicemen,['Education & Learning']
RMEWF-Financial Assistance For Vocational Training Of Widows Of Ex-Servicemen,['Education & Learning']
Rajarshri Chhatrapati Shahu Maharaj Merit Scholarship,['Education & Learning']
Rajasthan Chief Minister's Relief Fund - Kargil Package,['Education & Learning']
Rajiv Gandhi National Fellowship For Scheduled Caste Candidates,['Education & Learning']
Rajiv Gandhi Scholarship For Academic Excellence,['Education & Learning']
Rajiv Gandhi Scholarship Scheme,['Education & Learning']
Rajiv Gandhi Swavlamban Rojgar Yojna,['Skills & Employment']
Rajya Pratibha Khoj Pariksha Chhatravriti Yojana,['Education & Learning']
Ramalingaswami Re-Entry Fellowship,['Education & Learning']
Raman-Charpak Fellowship,['Education & Learning']
Ramanujan Fellowship,['Education & Learning']
Rani Durgavati and Shankarshah Puraskar Scheme (Reward Scheme for Meritorious Students),['Education & Learning']
Rashtriya Gram Swaraj Abhiyan,['Education & Learning']
Rashtriya Gram Swaraj Abhiyan - Internship Program,['Education & Learning']
Raw Material Assistance Scheme,['Business & Entrepreneurship']
Readers Allowance to Visually Impaired Persons,['Education & Learning']
Refund of Fees,['Education & Learning']
Rehabilitation Allowance To Lepers,['Education & Learning']
Rehabilitation Treatment For The Disabled,['Education & Learning']
Rehabilitation of Cured Leprosy Persons: Pre & Post-Matric Scholarship,['Education & Learning']
Reimbursement of College Fees for Scheduled Caste Students in Professional Colleges (Top 20),['Education & Learning']
Reimbursement of Fees of ST Students Studying in Sainik School Private Institutions,['Education & Learning']
Reimbursement of Stamp Duty and Registration Charges,['Business & Entrepreneurship']
Reimbursement of Tuition Fee and Transport Facility to Scheduled Castes Students Studying in Technical Institutions in Haryana,['Education & Learning']
Reimbursement of Tuition Fees for Typewriting and Shorthand Courses for Children of Widows,['Education & Learning']
Reimbursement of Tuition Fees to the Wards of Ex-Servicemen/Widows (Sainik Welfare),['Education & Learning']
Reimbursement of Tution Fee for SC/ST/OBC/Min students in Public Schools in Class I to XII,['Education & Learning']
Reimbursement of membership Fee in Government promoted E-Commerce Portals,['Business & Entrepreneurship']
Reimbursement of the MS-CIT Course,['Education & Learning']
Relief and Rehabilitation Assistance to Sri Lankan Refugees in the Refugee Camps,['Education & Learning']
Research (PhD) Scholarship for SC/ST Students,['Education & Learning']
Research Associates (RA),['Education & Learning']
Research Fellowship In Sciences For Meritorious Students,['Education & Learning']
Research Grant For In-Service Faculty Members,['Education & Learning']
Research Scholarship for Disabled Students,['Education & Learning']
Residential School For Blinds,['Education & Learning']
Retrofitted Petrol Scooters - Tamil Nadu,['Education & Learning']
Revised Education Scheme For Children Of Artisans/Weavers Of Handicrafts And Handloom Departments,['Education & Learning']
Right To Information Fellowship,['Education & Learning']
Rise Together,['Skills & Employment']
Riyaayati Dar Par Copies Ka Vitaran,['Education & Learning']
Running of Scheduled Caste Hostel,['Education & Learning']
Rupashree Prakalpa,['Education & Learning']
Rural Girls’ Incentive Scheme,['Education & Learning']
Rythu Bima Scheme,['Education & Learning']
SAHAKAR MITRA: NCDC’s Scheme on Internship Programme,['Education & Learning']
SC/ST Pre Matric Scholarship - Uttar Pradesh,['Education & Learning']
SEBI ITD Internship Program,['Skills & Employment']
SERB - POWER Fellowship,['Education & Learning']
SERB - POWER Research Grants,['Education & Learning']
SERB International Research Experience,['Education & Learning']
SERB Research Scientist Scheme,['Education & Learning']
SERB Science and Technology Award for Research,['Education & Learning']
SERB-Technology Translation Award,['Education & Learning']
SITARE-Appreciation Grant,['Education & Learning']
SITARE-Gandhian Young Technological Innovation Award Grant,['Education & Learning']
SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons,['Education & Learning']
SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons – Skill Development And Training,['Skills & Employment']
SUBHADRA,['Education & Learning']
Saansad Adarsh Gram Yojana,['Business & Entrepreneurship']
Sabooj Sathi,['Education & Learning']
Safai Karmakaar Kaushal Unnayan Yojana,['Education & Learning']
Safai Karmakaar Putr/Putri Cycle sahayata yojana,['Education & Learning']
Safai Karmakar Ke Bachche Hetu Chhatravrtti Yojana,['Education & Learning']
Sainik School Sujanpur Tihra Scholarship Scheme,['Education & Learning']
Saksham Jharkhand Kaushal Vikas Yojana,['Skills & Employment']
Saksham Scheme for Backward Classes,['Education & Learning']
Saksham Yuva Scheme,['Skills & Employment']
Sales Rebate under 'Marketing And Publicity',['Business & Entrepreneurship']
Samekit Baal Vikas Chhtra Yojana: Dress for Pre-school Children,['Education & Learning']
Samruddhi Scheme,['Skills & Employment']
Sanction of Laptops - Andhra Pradesh,['Education & Learning']
Sanction of Motorized Three Wheeler to Orthopedically Challenged,['Skills & Employment']
Sanctioning of Daisy Players to Visually Challenged,['Education & Learning']
Sanctioning of Touch Phone to Hearing Challenged – Speech Impaired,['Education & Learning']
Sanitary Napkin Scheme,['Education & Learning']
Sanskrit Scholarship,['Education & Learning']
Sant Ravi Das Swarojgaar Yojana,['Skills & Employment']
Sant Ravidaas Shiksha Protsaahan Yojana,['Education & Learning']
Santwana Scheme - Karnataka,['Education & Learning']
Saphalam Scheme For Transgender Students Pursuing Professional Courses,['Education & Learning']
Saraswati Cycle Yojana,['Education & Learning']
Saraswati Vidya Yojana: Free Distribution of Bicycles,['Education & Learning']
Saraswati Vidya Yojana: Reimbursement of Fees for Diploma/Graduation and Post-Graduation Professional Courses,['Education & Learning']
Sarothi Scheme,['Skills & Employment']
Sastraposhini Scheme,['Education & Learning']
Satat Jeevikoparjan Yojana (SJY),['Business & Entrepreneurship']
Sathiyavanimuthu Ammaiyar Ninaivu Free Supply of Sewing Machine Scheme,['Skills & Employment']
Sathya Ammaiyar Ninaivu Government Children Homes,['Education & Learning']
Savitribai Jyotirao Phule Fellowship For Single Girl Child,['Education & Learning']
Savitribai Phule Kishori Samriddhi Yojana,['Education & Learning']
Savitribai Phule Scholarship For V.J.N.T And S.B.C Girls Students Studying In 8th To 10 Std,['Education & Learning']
Savitribai Phule Scholarship For V.J.N.T. And S.B.C. Girl Students Studying In 5th To 7th Standard,['Education & Learning']
Savitribai Phule Self-Help Scheme,['Business & Entrepreneurship']
Schedule Caste Pre-Metric Scholarship Class 06 To 08,['Education & Learning']
Schedule Tribe Pre-Metric Scholarship Class 06 To 08,['Education & Learning']
Scheduled Caste Boys/Girls Housing Assistance Scheme,['Education & Learning']
Scheme For Adolescent Girls,['Education & Learning']
Scheme For Assistance For Start Ups/ Innovation,['Education & Learning']
Scheme For Award Of Financial Assistance For Education To The Wards Of Beedi/Cine/IOMC/LSDM Workers – Pre & Post-Matric,['Education & Learning']
Scheme For Award Of Senior/Junior Fellowships To Outstanding Persons In The Fields Of Culture,['Education & Learning']
Scheme For Award Of Stipend To The Schedule Tribe Students Of Arunachal Pradesh,['Education & Learning']
Scheme For Campus Accommodation & Facilities Enhancing Social Experience,['Education & Learning']
Scheme For Grant Of Rewards To The Children Of Salt Labourers,['Education & Learning']
Scheme For Providing Assistive Devices To Differently Abled Persons,['Education & Learning']
Scheme For Soft Loan To The Grant-in-aid/ Non-grant In Aid Institutions For Maintenance And Upgradation Of Infrastructure Facilities,['Education & Learning']
Scheme For Study In Abroad,['Education & Learning']
Scheme Of Assistance To Disabled Persons For Purchase/Fitting Of Aids/Appliances,['Education & Learning']
Scheme Of Coaching & Allied For Scheduled Castes,['Education & Learning']
Scheme Of Coaching & Allied For Scheduled Tribes,['Education & Learning']
Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,['Education & Learning']
Scheme for Additional Interest Subsidy over and above RIPS 2024 and Reimbursement of Annual Credit Guarantee Fee,['Business & Entrepreneurship']
Scheme for Adolescent Girls- Bihar,['Skills & Employment']
Scheme for Assistance for Research & Development Activities: Assistance for Contract/Sponsored Research Work,['Education & Learning']
Scheme for Assistance for Industrial Infrastructure,['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME):  Assistance for Reimbursement of CGTMSE Fees",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME):  Assistance for Saving in Consumption of Energy and Water",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Interest Subsidy (Manufacturing Sector)",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Interest Subsidy (Service Sector)",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Patent Registration",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Power Connection Charges",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Quality Certification",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Raising Capital through SME Exchange",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Technology Acquisition",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance in Implementation of Information and Communication Technology (ICT)",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance in Rent to MSEs",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance of Capital Investment Subsidy (Manufacturing Sector)",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Financial Support to MSMEs in ZED Certification",['Business & Entrepreneurship']
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Rehabilitation of Sick Enterprises",['Business & Entrepreneurship']
Scheme for Award of Scholarships to School or College-Going Children of Employees/Industrial Employees in Various Establishments,['Education & Learning']
Scheme for Awards to MSMES,['Business & Entrepreneurship']
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Running Short-term Bridge Courses,['Education & Learning']
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Setting Up Anchor Institute,['Skills & Employment']
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Setting-up of Specialized Skill Development Centers at Industry,['Education & Learning']
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Skill Development to MSME Sector,['Skills & Employment']
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Tuition Fees for Enhancement of Skill,['Skills & Employment']
Scheme for Enhancement of Technical Competence and Manpower: Skill Up-gradation Centers (SUCs),['Skills & Employment']
Scheme for Establishment of Backyard Poultry Units,['Business & Entrepreneurship']
Scheme for Establishment of Backyard Poultry Units under Mukhya Mantri Antyodaya Parivaar Utthan Yojana,['Education & Learning']
Scheme for Establishment of Hi-Tech and Mini Dairy Units,['Skills & Employment']
Scheme for Establishment of Hi-Tech and Mini Dairy Units under Mukhya Mantri Antyodaya Parivaar Utthan Yojana,['Education & Learning']
Scheme for Grant of Additional Scholarship to the Students Belonging to Scheduled Tribes of Andaman and Nicobar Islands for Pursuing Higher Studies Anywhere in India Post-Senior Secondary Courses (Post 10+2 Courses),['Education & Learning']
"Scheme for Grant of Additional Scholarship to the Students of Other Backward Classes of Andaman and Nicobar Islands, for Pursuing Higher Studies Anywhere in India after Secondary Level (Except Class XI & XII)",['Education & Learning']
Scheme for Grant of Financial Assistance for Administering Road Safety Advocacy and Awards for the Outstanding Work Done in the Field of Road Safety,['Education & Learning']
Scheme for Grant of Financial Assistance to Industrial Workers/Employee for Purchase of Spectacles,['Education & Learning']
Scheme for Interest Subvention to Nano Household Enterprises,['Skills & Employment']
Scheme for Margin Money Grant to Nano Units,['Business & Entrepreneurship']
Scheme for Meritorious Students to Pursue Higher Secondary Education in the Best Schools of Tamil Nadu,['Education & Learning']
Scheme for Promoting Young Talents in Science-I,['Education & Learning']
Scheme for Promoting Young Talents in Science-II,['Education & Learning']
Scheme for Providing (Golden Jubilee) One Time Grant-In-Aid in Memory of Blessed Mother Tereza,['Education & Learning']
"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General)",['Skills & Employment']
"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General) under Mukhya Mantri Antyodaya Parivaar Utthan Yojana",['Education & Learning']
Scheme for Providing Employment Opportunities to Scheduled Castes by Establishing Livestock Units,['Skills & Employment']
Scheme for Providing Employment Opportunities to Scheduled Castes by Establishing Livestock Units under Mukhya Mantri Antyodaya Parivaar Utthan Yojana,['Education & Learning']
Scheme for Reimbursement of Educational Expenses to Hearing Impaired Students Pursuing Special Higher Education Courses Inside or Outside the Union Territory of Puducherry,['Education & Learning']
Scheme for Supportive Money to the Parents of Transgender Children,['Education & Learning']
Scheme for assistance for Start Ups/ Innovation: Assistance for Skill Development,['Skills & Employment']
Scheme for assistance for Start Ups/ Innovation: Assistance to Enroll and Participate for Acceleration Program,['Education & Learning']
Scheme for assistance for Start Ups/ Innovation: Interest Subsidy,['Education & Learning']
Scheme for assistance for Start Ups/ Innovation: Pre- Series A Funding,['Education & Learning']
Scheme for assistance for Start Ups/ Innovation: Seed Support,['Education & Learning']
Scheme for assistance for Start Ups/ Innovation: Sustenance Allowance,['Business & Entrepreneurship']
Scheme of Assistance for Common Environment Infrastructure: Scheme for Development of Green Estate,['Education & Learning']
Scheme of Assistance for the Prevention of Alcoholism & Substance (Drugs) Abuse and for Social Defence Services: General Grant-in-Aid Programme for Financial Assistance in the Field of Social Defence,['Education & Learning']
Scheme of Death Benefit for Weavers & Artisans of West Bengal,['Business & Entrepreneurship']
"Scheme of Free Supply of Textbooks, Stationery, Uniforms and Footwears to Poor Children",['Education & Learning']
Scheme of Fund for Regeneration of Traditional Industries,['Business & Entrepreneurship']
Scheme of Grant-in-Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes,['Education & Learning']
Scheme of Grant-in-Aid to Voluntary and other Organizations Working for Scheduled Castes,['Education & Learning']
Scheme of Internship for Post-Graduate/Research Students,['Education & Learning']
Scheme of Internship of Students to DRDO Labs/Estts for Project Training,['Education & Learning']
Scheme of Pension for Eminent Sports Persons,['Sports']
Scheme of Post Matric Scholarship to Lower Income Group Student for Studies in India,['Education & Learning']
Scheme of Scholarship for Sainik Schools,['Education & Learning']
Scheme or assistance for Start Ups/ Innovation: Assistance to Startups having a Significant Impact on Society,['Education & Learning']
Scheme to Award Scholarship to Young Artists,['Education & Learning']
Scheme to Provide Grant in Aid to Cultural Organization (Maintenance/ Regular Grants),['Education & Learning']
Schemes Of H.P. Backward Classes Finance & Develpoment Corporation,['Education & Learning']
Schemes Of HP Minorities Finance & Development Corporation,['Education & Learning']
Schemes for welfare of School Children belonging to BPL and BC(A) families: Monthly Stipend for BC-A Students,['Education & Learning']
Schemes for welfare of School Children belonging to BPL and BC(A) families: Monthly Stipend for BPL Students,['Education & Learning']
Scholarship (Above VIII Standard) - Tamil Nadu,['Education & Learning']
Scholarship (I to VIII Standard) by Welfare of Differently Abled Persons,['Education & Learning']
"Scholarship For Cadets Of Rashtriya Indian Military College (RIMC), Dehradun",['Education & Learning']
Scholarship For Cadets Of Sainik School Imphal,['Education & Learning']
Scholarship For Differently Abled Students,['Education & Learning']
Scholarship For Transgender Students,['Education & Learning']
Scholarship Scheme For Disabled Students To Study Abroad For Higher Education,['Education & Learning']
Scholarship Scheme for Girl Children of Jute Mills / MSMEs Workers,['Education & Learning']
Scholarship Scheme for Worker's Children- Haryana Labour Welfare Board,['Education & Learning']
Scholarship To 2 Years Pre-Service Student Teachers Undergoing D.El.Ed Programme At DIETs And CTTC Sohra,['Education & Learning']
Scholarship To Scheduled Castes Students Studying In Government ITI’s,['Skills & Employment']
Scholarship To Son And Daughter Of Differently Abled Persons,['Education & Learning']
Scholarship for C.G. Domicile Students Pursuing Engineering Courses Outside Chhattisgarh State,['Education & Learning']
Scholarship for Chhattisgarh Students Studying Outside the State,['Education & Learning']
Scholarship for Children of Deceased/Disabled/Retired Government Employees,['Education & Learning']
Scholarship for Children of Ex-Servicemen for Vocational and Technical Education,['Education & Learning']
Scholarship for Fatherless Girls,['Education & Learning']
Scholarship to the Ward of Beneficiary (CBOCWWB),['Education & Learning']
Scholarship/Merit Scholarship Schools SC/ST/OBC/Min (Studying in College/Technical/ Professional Institutions),['Education & Learning']
Scholarship/Merit scholarship to OBC/MIN/SC/ST students from Class I to XII,['Education & Learning']
Scholarship/Stipend to SC Students for ITI/Professional Courses (Swami Vivekanand Scholarship),['Education & Learning']
Scholarships For Higher Education Abroad To Meritorious Boys And Girls From Open Category,['Education & Learning']
Scholarships for Meritorious Students to Study Abroad,['Education & Learning']
"Scholarships to Students Studying in Central Government Institution like IIT, IIM, IIIT, NIT and Central Universities",['Education & Learning']
Scholarships to Students with Disabilities Scheme,['Education & Learning']
Schooling Education (JKBOCWWB),['Education & Learning']
Security Related Expenditure (Relief and Rehabilitation),['Skills & Employment']
Self Education for the Construction Workers,['Education & Learning']
Self Employment Scheme,['Skills & Employment']
Self Employment Scheme - Goa,['Skills & Employment']
Self Employment Scheme For Rehabilitation Of Manual Scavengers,['Skills & Employment']
Self-Employment Scheme For Dependents Of Prisoners,['Skills & Employment']
Self-Employment Scheme: Nana Vyavasay Mate Loan Yojana,['Skills & Employment']
Self-Employment Scheme: Transport/ Logistics/ Travels/ Food Court Wyaaj Sahaay,['Skills & Employment']
Self-Employment Scheme: Vahan Loan Sahay Yojana,['Skills & Employment']
Senior Hostel (Scheduled Tribes),['Education & Learning']
Shaadi Mubarak Scheme,['Education & Learning']
Shaheed Gram Vikas Yojana,['Education & Learning']
Shaikshanik Chatravriti Yojana,['Education & Learning']
Shaktidoot Scheme,['Sports']
"Share Capital to Local Entrepreneurs and Self Employed Scheme, 2008",['Business & Entrepreneurship']
Sheep Rearing Scheme (HSFDC),['Skills & Employment']
Shiksha Protsaahan Puraskaar yojana,['Education & Learning']
Shikshashree Scheme,['Education & Learning']
Short Term Fellowship under the Human Resource Development Programme for Health Research,['Education & Learning']
Short Term Loan Scheme,['Education & Learning']
Short Term Professional Training Courses,['Skills & Employment']
Shram Kalyan Shaikshanik Chatravriti Yojana,['Education & Learning']
Shri Vajpayee Bankable Yojana,['Skills & Employment']
Shubhshakti Yojana,['Education & Learning']
Sikhligar’s Community Development Scheme,['Education & Learning']
Sikkim Grant Of Award To Transgender,['Education & Learning']
Sikkim Grant of Scholarship to Students with Disabilities Scheme,['Education & Learning']
Single Point Registration Scheme,['Business & Entrepreneurship']
Skill Development Allowance Scheme,['Skills & Employment']
Skill Development Fee Reimbursement Scheme,['Education & Learning']
Skill Development Promotion Scheme,['Education & Learning']
Skill Development Training - 15 Days Recognition of Prior Learning (RPL) Training Programme at Work Site,['Education & Learning']
Skill Development Training - 15 Days Residential Skill Up-gradation Training Programme,['Skills & Employment']
Skill Development Training - 90 Days Residential Skill Development Training Programme,['Skills & Employment']
Skill Development Training - 90 Days Skill Development Training Programme in Curtain & Garment Stitching,['Skills & Employment']
Skill Development Training Karnataka,['Skills & Employment']
Skill Development Training Manipur,['Skills & Employment']
Skill Loan Scheme,['Education & Learning']
Skill Upgradation Program Karnataka,['Skills & Employment']
Skill Upgradation and Vocational Education Scheme: For Worker (P.B.O.C.W.W.B),['Education & Learning']
Skill Upgradation and Vocational Education Scheme: For Worker's Childrens (P.B.O.C.W.W.B),['Education & Learning']
Small Business in Service/Trading Sector for Persons with Disabilities (Divyangjan Swavalamban Yojana),['Skills & Employment']
Smart Phone for Hearing and Visually Impaired Persons,['Education & Learning']
Sneha Sparsha,['Education & Learning']
Snehapoorvam Scheme,['Education & Learning']
Snehasanthwanam,['Education & Learning']
Snehasparsham,['Education & Learning']
Social Security Pension Scheme,['Education & Learning']
Soft Loan Scheme for Women Entrepreneurs,['Business & Entrepreneurship']
Solar Energy Corporation of India (SECI) Internship,['Skills & Employment']
Special Credit Linked Capital Subsidy Scheme (SCLCSS) for Scheduled Caste/Scheduled Tribe,['Business & Entrepreneurship']
Special Education - Tamil Nadu,['Education & Learning']
Special Education And Vocational Training Through Government Institutions,['Education & Learning']
Special Scholarship to SC Students in Selected Schools,['Education & Learning']
Special Scholarship to Students Belonging to the Most Backward Castes among Scheduled Castes (Vandaniya Sant Shri Vasiyadada Scholarship),['Education & Learning']
Sports Scholarship Jharkhand,['Sports']
Sruthitharangam ( Cochlear Implantation Scheme ),['Education & Learning']
Stand-Up India,['Business & Entrepreneurship']
Star College Scheme For Strengthening Of Science Education And Training At Undergraduate Level,['Education & Learning']
Startup India Seed Fund Scheme- For Incubators,['Business & Entrepreneurship']
Startup India Seed Fund Scheme- For Startups,['Business & Entrepreneurship']
State Agriculture Scholarship for B.Sc. & M.Sc. Agriculture,['Education & Learning']
State Agriculture Thesis Grant for M.Sc. Agriculture,['Education & Learning']
State Award for Teachers,['Education & Learning']
State Disability Scholarship (Scholarship for Persons with Disabilities),['Education & Learning']
State Government Backward Class Scholarship (Class 6 to 10),['Education & Learning']
State Government SC Scholarship (Class 1 to 10),['Education & Learning']
State Government ST Scholarship (Class 1 to 8),['Education & Learning']
State Government ST Scholarship (Class 9 to 10),['Education & Learning']
State Horticulture Scholarship,['Education & Learning']
State Marriage Assistance Scheme For Poor Girls,['Education & Learning']
"State Medical Scholarship (Scholarship Scheme for MBBS & Allied Courses, Nursing and Paramedical Students)",['Education & Learning']
State Merit Scholarship Manipur,['Education & Learning']
State Merit Scholarship to Under Graduate Girls Students,['Education & Learning']
State Post-metric Scholarship For Disabled,['Education & Learning']
State Pre-metric Scholarship For Disabled,['Education & Learning']
State Research Scholarship,['Education & Learning']
State Reward to the Recipient of National Award,['Education & Learning']
"State Scholarship for Class 6th to 10th (Denotified, Nomadic and Semi-Nomadic )",['Education & Learning']
State Scholarship of Class 1st to 5th (Scheduled Caste),['Education & Learning']
State Scholarship of Class 6th to 10th (Scheduled Caste),['Education & Learning']
State Talent Search Examination in Mathematics and Science for Tribal Students of Meghalaya at the Close of Upper Primary Stage (Class VIII),['Education & Learning']
